material_id,elasticity.G_VRH,composition
mp-15668,12.0,Na1 Se1
mp-15697,24.0,Sr2 As1
mp-15722,175.0,Fe2 B4 Mo1
mp-1592,14.0,Ag2 Te1
mp-15986,65.0,Hf1 Cu2 P2
mp-16271,14.0,Li2 Cd1 Sb1
mp-1652,55.0,Zn1 Pd1
mp-16726,33.0,Li1 B1
mp-16905,15.0,Ba2 Mn1 Te3
mp-16960,85.0,Al1 Pt2
mp-1769,29.0,Sb1 Pd1
mp-18468,114.0,Mn5 Si1 C1
mp-18740,26.0,V2 Cd2 O7
mp-18817,42.0,Ni1 Se1 O4
mp-19035,75.0,Ba1 Fe1 O3
mp-191,42.0,Y1 Rh1
mp-19282,59.0,Sr2 Zn1 W1 O6
mp-19438,23.0,Li1 Mn1 O4
mp-1958,23.0,Sr1 Te1
mp-19717,24.0,Te1 Pb1
mp-19824,55.0,Ca1 Mn2 Ge2
mp-19857,47.0,Ba1 Mn2 P2
mp-19895,42.0,Ni1 Sb2
mp-19929,41.0,Mg1 In1 Ni2
mp-19968,31.0,Ca1 In2 Cu1
mp-20007,60.0,Mn1 Ni1 Ge1
mp-20067,38.0,Na5 Os1 O6
mp-2008,110.0,Fe1 As2
mp-20146,60.0,Zr2 Ni2 Sn1
mp-20261,20.0,Mn1 Ga2 Se4
mp-20268,69.0,Ti1 Ge1 Pd1
mp-20279,20.0,Nb1 In1 Se2
mp-20325,92.0,Ti3 In1 C1
mp-2033,73.0,Ni3 N1
mp-20354,49.0,Mg1 Mn1 Ge1
mp-20408,13.0,In1 Ga1 Te2
mp-20418,73.0,Si1 Rh2
mp-20463,19.0,Ca1 Pb1 F6
mp-20474,27.0,Mn1 Cu2 Ge1 S4
mp-20489,50.0,Sr1 Pb1 O3
mp-21017,58.0,Y3 Pb1 C1
mp-21026,17.0,Li2 In1 Pt1
mp-21075,180.0,Hf1 C1
mp-21171,80.0,Mn1 Ga1 Co2
mp-21235,83.0,Mn2 V1 Ga1
mp-2128,23.0,Sn4 Pd1
mp-21413,26.0,Rb1 Mn1 P1
mp-21445,35.0,Ba3 In2 O5 F2
mp-21476,89.0,Fe2 N1
mp-2157,142.0,Co3 W1
mp-2172,39.0,Al1 As1
mp-2192,47.0,B1 Pt1
mp-2201,27.0,Pb1 Se1
mp-22221,34.0,Mn1 Cu2 Sn1
mp-22426,72.0,Sc1 Si1 Ni1
mp-2243,96.0,Nb1 S1
mp-22478,73.0,Fe1 Ge1
mp-22488,110.0,Co2 C1
mp-22566,22.0,Tl1 In1 S2
mp-22589,32.0,Ti1 Fe1 Sn1
mp-2271,68.0,Na1 Pt2
mp-22792,20.0,Mn1 Te1 Pd1
mp-22817,23.0,Ta1 Te4
mp-2283,44.0,Zr1 Co1
mp-2285,35.0,Te2 Ir1
mp-2286,27.0,Li2 Se1
mp-22917,5.0,Cu1 Br1
mp-22958,10.0,K1 Br1 O3
mp-22979,89.0,Ga1 Bi1 O3
mp-23046,17.0,Sr1 I1 F1
mp-2331,225.0,B2 Mo1
mp-23406,5.0,Cs2 Pt1 Cl6
mp-2354,68.0,Ti3 Hg1
mp-239,19.0,Ba1 S3
mp-2432,19.0,Ca1 Mg2
mp-2451,50.0,Y1 Al3
mp-24517,13.0,Rb2 Ca1 H4
mp-251,127.0,Ta1 N1
mp-2572,16.0,Sr1 Mg2
mp-2598,60.0,Ta5 Sb4
mp-265,212.0,Ta1 Ir3
mp-2672,15.0,K2 O2
mp-2682,58.0,Sb2 Rh1
mp-27164,112.0,Fe1 P4
mp-2733,104.0,Al8 Mo3
mp-27335,23.0,Na1 Al1 Si1
mp-27471,73.0,Nb1 P1 S1
mp-27519,3.0,Se1 O3
mp-27546,27.0,Ca1 Cl1 F1
mp-27632,7.0,K2 Tc1 Cl6
mp-27719,44.0,Al2 Cu1 O4
mp-2781,38.0,Sc1 Pd1
mp-28174,2.0,Pd1 S2 Cl6
mp-2852,381.0,C3 N4
mp-28593,37.0,Li3 Br1 O1
mp-28610,6.0,Cs1 Ag1 Cl3
mp-28782,10.0,Na3 P1 S4
mp-28895,34.0,Ba1 P4 Pd2
mp-29131,51.0,V1 Se1
mp-2932,98.0,Y2 Si4 Mo3
mp-29364,65.0,Li5 Sb1 O5
mp-29476,18.0,Cu3 Sb1 Se3
mp-29520,4.0,Li1 Au1 I4
mp-29641,15.0,Ge1 Sb4 Te7
mp-29889,6.0,Tl2 Pd1 Cl4
mp-3000,113.0,Cr3 Ga1 N1
mp-30053,11.0,Na1 C1 N1
mp-30244,33.0,Mg2 H2 O3
mp-30315,33.0,Ca3 B1 N3
mp-3038,19.0,Al2 Hg1 Se4
mp-30404,20.0,Li2 Sb1 Au1
mp-30469,11.0,Tl1 Bi2
mp-30494,27.0,Sc1 Cd3
mp-30528,12.0,Mn1 Tl1 Cl3
mp-30581,58.0,Hf2 Cu1
mp-30661,25.0,Sc1 Ga1 Pd2
mp-30682,73.0,Zr1 Ga1
mp-30725,29.0,Y1 Hg2
mp-30773,37.0,Mg1 Ni2 Sb1
mp-30805,26.0,Sr1 Ni1 Sn3
mp-3081,146.0,Be1 Al2 O4
mp-30811,98.0,Ni4 W1
mp-30886,52.0,Y1 Zn12
mp-3098,77.0,Al1 Cu1 O2
mp-3107,60.0,Ga3 P1 O7
mp-31147,31.0,Ba1 Zn1 Si1
mp-31153,36.0,Ca1 Ge1 Pt1
mp-31235,16.0,Ba1 Na1 Bi1
mp-31301,19.0,Li1 Sn4 Au3
mp-31503,25.0,Mg9 Sn5
mp-32662,73.0,W1 O3
mp-32777,88.0,W1 O3
mp-33581,93.0,Ba9 Nb10 O30
mp-341,23.0,Pb1 F4
mp-34857,6.0,K1 N1 O2
mp-35143,13.0,Ba1 Nb1 S3
mp-3587,62.0,Sc1 Si2 Ni2
mp-36111,43.0,Li1 Mg1 P1
mp-3702,73.0,Fe1 Cu1 Pt2
mp-3721,96.0,Sr1 Hf1 O3
mp-3759,93.0,Mg1 Ge1 O3
mp-38035,22.0,Sr1 C1 O3
mp-3822,30.0,Sr1 C1 O3
mp-38818,219.0,Hf1 Nb1 B4
mp-3944,39.0,Zr1 Al1 Ni2
mp-4008,37.0,Zn1 Ge1 As2
mp-4076,56.0,V1 Co1 Sb1
mp-4157,12.0,Sr1 N2 O6
mp-416,103.0,Cr3 Os1
mp-4180,48.0,Ca2 Si1 O4
mp-4262,131.0,Be1 Al1 B1
mp-4276,45.0,Na1 Si2 Pd3
mp-429,63.0,Zn1 Ni1
mp-4359,55.0,Sr2 Pd1 O3
mp-4405,9.0,Rb3 Au1 O1
mp-4472,183.0,B1 Mo2 C1
mp-4474,47.0,V4 Ga1 S8
mp-4478,20.0,Ca1 Si1 Pt1
mp-4636,46.0,Sc1 Cu1 O2
mp-4652,47.0,Mn1 Rh2 Pb1
mp-4699,97.0,Na1 Ta1 O3
mp-4770,23.0,Na2 S1 O4
mp-4798,138.0,Sc1 Al3 C3
mp-4889,59.0,Y1 Ge2 Rh2
mp-4893,86.0,Hf2 Sn1 C1
mp-4930,94.0,Ti1 Al2 O5
mp-4992,133.0,Sc1 Cr1 C2
mp-505244,14.0,Fe1 Cu1 Se2
mp-505319,2.0,Pt1 F6
mp-505515,22.0,Sr1 Cu2 Sb2
mp-505517,109.0,Ba1 Nb4 O6
mp-505527,95.0,Ti5 Si4
mp-505554,110.0,Sc1 Fe2 Si2
mp-5090,41.0,Ti2 Fe1 Se4
mp-5342,22.0,Ga1 Ag1 S2
mp-5396,73.0,Mn1 Co2 Sb1
mp-541449,9.0,Cr1 Ge1 Te3
mp-542903,62.0,Zr1 Pb1 O3
mp-546973,89.0,Sr1 Sn1 O3
mp-549970,50.0,Ba2 Zn1 Re1 O6
mp-552265,20.0,Bi2 Se1 O2
mp-552934,14.0,Ba2 Cu1 Br1 O2
mp-556264,27.0,K1 Rb2 Cr1 F6
mp-556609,7.0,K1 Sb1 P2 S6
mp-557057,80.0,Nb1 O2
mp-558518,21.0,K1 Ni2 S2
mp-558674,30.0,K2 Na1 Fe1 F6
mp-558747,4.0,Ti1 Tl1 P1 S5
mp-559939,21.0,Ba1 P2 O6
mp-56,4.0,Ba1
mp-561079,16.0,Cd1 Bi1 S2 Br1
mp-561428,40.0,Ni1 F3
mp-5659,139.0,Ti3 Si1 C2
mp-567456,38.0,Ca1 Ge2
mp-567703,87.0,Fe3 Ni1 N1
mp-567925,114.0,Mo1 C1
mp-568172,30.0,Ca3 N2
mp-568177,40.0,Ca1 Al1 Si1 H1
mp-568293,40.0,Ca3 N2
mp-568424,29.0,Ca1 Al1 Au1
mp-569151,38.0,Mn1 Ga1 Pt1
mp-569548,4.0,Cs1 Au1 Br3
mp-569886,19.0,K1 In9 Ni2
mp-569989,117.0,Nb2 C1
mp-570091,25.0,Rb1 Co2 Se2
mp-570223,20.0,Cs1 Ge1 Br3
mp-570744,39.0,Si3 As4
mp-570775,13.0,Ba1 Au1
mp-570784,156.0,Hf2 Al3 C4
mp-570896,14.0,Tl2 Pd1
mp-570930,11.0,Bi2 Pb2 Se5
mp-571,27.0,Ti1 Ni1
mp-571053,86.0,Al5 Mo1
mp-571147,76.0,Hf1 Si2 Ni2
mp-571163,65.0,Mn1 Sb1 Rh2
mp-571203,33.0,Sr1 Co2 As2
mp-571339,34.0,Ba1 Cr2 As2
mp-574,79.0,Ta2 Co1
mp-5756,28.0,Cu3 P1 Se4
mp-579,108.0,Cr1 C1
mp-580357,47.0,Cu3 Pd1
mp-5839,63.0,Ti1 P1 O4
mp-590,46.0,Ni1 As1
mp-593,70.0,Al4 Cu9
mp-5962,20.0,Na1 Mg1 As1
mp-5986,69.0,Ba1 Ti1 O3
mp-6094,33.0,Ca2 Mg1 Si2 O7
mp-631329,58.0,K1 Mo1 Ru2
mp-631354,39.0,Re1 Os1 Ru1
mp-638765,48.0,Al2 O3
mp-643945,74.0,Ti1 Fe1 H2
mp-644500,46.0,Zn7 Mo1
mp-646507,66.0,Hf2 Ni2 Sn1
mp-6473,41.0,Ca5 P3 O12 F1
mp-66,520.0,C1
mp-669692,79.0,Nb1 Pd3
mp-672,18.0,Cd1 S1
mp-672289,91.0,Ge3 N4
mp-673245,15.0,Cu1 I1
mp-675104,10.0,Na3 Y1 Cl6
mp-675734,90.0,Li7 B18 O1
mp-6930,44.0,Si1 O2
mp-6938,72.0,Zn1 Rh1
mp-695,94.0,Ti1 Co2
mp-6963,22.0,Ba1 Sb2 Pd2
mp-6972,32.0,Y1 Cu1 O2
mp-6988,60.0,Fe1 N1
mp-7070,77.0,Mn3 Pt1 N1
mp-7086,6.0,Rb1 Fe1 Se2
mp-7142,74.0,Os1 C1
mp-7226,93.0,V3 Ni1
mp-7250,95.0,Nb6 Co7
mp-7364,35.0,Ca1 Si2 Au2
mp-7434,14.0,Na1 Cu1 Te1
mp-7443,47.0,Nb2 Cr1 Se4
mp-7472,12.0,Rb1 Au1 O2
mp-7524,76.0,Nb1 P1 Se1
mp-752467,53.0,Nb1 O2 F1
mp-753059,29.0,Ti1 O1 F1
mp-754434,68.0,Hf3 N4
mp-754478,97.0,Hf1 Zr1 O4
mp-755264,171.0,Ti1 O1
mp-755568,43.0,Ga1 Bi1 O3
mp-756297,59.0,Zn1 In2 O4
mp-758594,86.0,Li1 Fe6 P4
mp-761415,77.0,Cu1 Ni3 O4
mp-7621,10.0,K1 Tc1 O4
mp-768342,72.0,Sr1 Nb2 O4
mp-7709,31.0,Zn1 F2
mp-771359,56.0,Cu2 O3
mp-775907,63.0,Y2 O3
mp-775910,97.0,Zr1 O2
mp-776911,48.0,Mg1 O1
mp-7771,28.0,Sr1 Cd2 As2
mp-777463,19.0,Li2 Fe1 F6
mp-779689,5.0,H3 N1
mp-7812,25.0,Ge1 O2
mp-7824,16.0,K2 Re1 F6
mp-7924,11.0,Li2 Sn5
mp-7929,17.0,Rb2 Pt1 S2
mp-7939,38.0,Na1 Nb1 Se2
mp-8041,7.0,Rb2 S1
mp-8042,85.0,Zr1 Ge1 O4
mp-8085,39.0,Mg3 P2
mp-8098,74.0,In1 Ga1 O3
mp-813,69.0,Sc1 Al2
mp-8182,72.0,As3 Rh1
mp-8188,62.0,K1 Sc1 O2
mp-8191,9.0,Cs2 Pt1 F6
mp-8276,43.0,Sr1 Zn2 P2
mp-8401,36.0,Cs1 Mg1 F3
mp-850251,58.0,Na2 Ti9 O19
mp-850275,6.0,Li3 Sb1 S4
mp-850916,46.0,Li1 Co1 O1 F2
mp-8583,44.0,Ba1 P2 Rh2
mp-861658,49.0,Li1 Mn1 Pt2
mp-861873,104.0,Ta1 Tl1 O3
mp-861958,53.0,Ti2 Mn1 Be1
mp-862365,61.0,Sc2 Os1 Pd1
mp-862658,36.0,Li1 Cu3
mp-862682,52.0,Ba2 Ga2 O5
mp-862695,111.0,Al2 Co1 Ru1
mp-862790,101.0,Fe1 Si1 Tc2
mp-862870,90.0,Li1 Tc1 O3
mp-8634,131.0,Mn1
mp-864933,24.0,Mg2 Ag1 Rh1
mp-864985,80.0,Mn1 Zn1 Ir2
mp-865002,36.0,Ca1 Y1 Rh2
mp-865039,32.0,Hf1 Tc2 Sn1
mp-865160,80.0,Mg1 Ge1 Ir2
mp-865185,45.0,Mg1 Be2 As2
mp-865229,114.0,Be2 Ni1 Ir1
mp-865373,22.0,Y1 Co1
mp-865490,107.0,V2 Cr1 Fe1
mp-865502,14.0,Y1 Ag1 Hg2
mp-865517,41.0,Y1 Zn1 Rh2
mp-865585,100.0,V1 Ge1 Ru2
mp-865678,82.0,Ti1 Mn2 V1
mp-865960,161.0,Co1 Re3
mp-866024,35.0,Be2 Rh1 Au1
mp-866114,119.0,Hf1 Tc2 W1
mp-866162,14.0,Y1 Mg1 Ag2
mp-867127,25.0,Sc1 Cd1 Ag2
mp-867144,16.0,Ca1 Mg1 Hg2
mp-867193,21.0,Sr2 Bi1 Au1
mp-867207,32.0,Sr2 Hg1 Pb1
mp-867212,243.0,Tc1 Os3
mp-867507,124.0,Ta1 Ga1 Fe2
mp-8676,16.0,Tl1 Cu2 S2
mp-867788,126.0,Ta1 Ga1 Os2
mp-867840,89.0,Be1 Fe1 Rh2
mp-867850,62.0,Sc1 Mn1 Rh2
mp-87,160.0,Be1
mp-8724,15.0,K2 Te1 O3
mp-8871,22.0,Cs1 Na2 B1 O3
mp-8911,15.0,Cu1 Ag1 S1
mp-8983,40.0,Ca1 Si1 Pt1
mp-902,15.0,Ba1 Zn1
mp-9295,20.0,Ta1 Cu3 Te4
mp-9391,10.0,Ta1 Ni2 Te3
mp-9460,57.0,Zn3 N2
mp-9564,36.0,Ca1 Mg2 As2
mp-961652,69.0,Zr1 Fe1 Sb1
mp-961664,28.0,V1 Sn1 Pd1
mp-961670,11.0,Hf1 Si1 Pt1
mp-961688,15.0,V1 Ga1 Pt1
mp-961693,46.0,Zr1 In1 Au1
mp-971683,53.0,C3 N4
mp-971706,60.0,Zn1 Bi1 O3
mp-9718,6.0,Rb3 B1 As2
mp-972119,39.0,Sr1 Ca1 Tl2
mp-972925,40.0,Sc1 Zn2 Au1
mp-973156,37.0,Sc1 As1 O3
mp-973528,5.0,K3 Si1
mp-974430,206.0,Re3 Ir1
mp-974943,67.0,Hf1 Zr1 Tc2
mp-976181,12.0,Na1 B1 H4
mp-976330,35.0,Li1 Zr2 Ir1
mp-976976,43.0,Mg1 Pd5
mp-977200,5.0,Na3 C1
mp-977550,83.0,Zr1 Sc1 Os2
mp-977572,78.0,Hf2 Mn1 Rh1
mp-978261,94.0,Mn1 Be2 Co1
mp-978282,8.0,Mg3 Hg1
mp-978285,25.0,Mg3 Mn1
mp-981,32.0,Sr1 F2
mp-981312,54.0,Zr1 Cu2 Hg1
mp-981935,7.0,Li5 Mg1
mp-984357,35.0,Cs1 K1 O3
mp-984628,60.0,Ca1 B1 O3
mp-989530,46.0,Sr1 Tc1 N3
mp-989535,14.0,Cs2 Al1 In1 H6
mp-989538,9.0,Cs2 In1 Bi1 F6
mp-9947,187.0,Si1 C1
mp-996162,114.0,Nb2 Al1 C1
mp-9970,57.0,Sc1 Ge1
mp-998986,55.0,Ti3 Si1
mp-999076,57.0,Ti2 In1 Ni1
mp-999200,46.0,Si1
mp-999201,19.0,Sc2 Mn1 Si1
mp-999298,42.0,Pd3 Au1
mp-999395,54.0,Nb3 Fe1
mp-999484,22.0,Y1 Ti1
mvc-14941,27.0,Mo1 O3
mvc-15,21.0,Cr1 S2
mvc-3489,71.0,Y2 Fe2 O7
mvc-3556,62.0,Y1 Fe1 O3
mp-1001916,87.0,Hf1 N1
mp-1002206,176.0,Si1 C1
mp-1007657,86.0,Hf1 Ru3
mp-1007761,155.0,H1 W1
mp-1008278,79.0,Cr3 Ni1
mp-1008702,18.0,Ti2 In1
mp-1008866,21.0,Na1 Ag1 O1
mp-1008881,51.0,Mg1 Ni1 H1
mp-1009218,13.0,Mo1 C1
mp-1009264,55.0,Nb1 Co1
mp-1009832,81.0,Ta1 C1
mp-1013547,27.0,Ca3 P2
mp-1013555,40.0,Sr3 As1 N1
mp-10140,54.0,Sc3 Tl1 B1
mp-1014219,45.0,Hf1 Zn1
mp-1014227,100.0,Ti2 Zn1 N1
mp-1014265,88.0,Zr2 N1
mp-1014307,120.0,Zr1 C1
mp-1016831,34.0,Hg1 Ir1 O3
mp-1016872,21.0,Ca1 Ir1 O3
mp-1016884,117.0,Ca1 Ge1 O3
mp-1016932,67.0,Mn1 Zn1 O3
mp-1018029,46.0,Cu1 Pd1
mp-1018133,38.0,Li1 H1 Pd1
mp-1018164,18.0,Pt1 C1
mp-1018734,49.0,Ir1 N1
mp-1019541,56.0,Ba1 Ca3 O4
mp-1019550,144.0,Be1 Ge1 N2
mp-1022728,37.0,Cu3 O2
mp-1025045,45.0,Ti1 Ga1 Pd1
mp-1025177,22.0,Rb2 Cu1 F4
mp-1025201,6.0,Rb2 Pd1 Cl4
mp-1025223,86.0,Hf4 Al3
mp-1025799,14.0,Mo1 Se2
mp-1029251,58.0,Li1 Ru1 N1
mp-1029408,50.0,Mg2 Nb1 N3
mp-1029610,45.0,Ca3 Co1 N3
mp-1029660,41.0,Ca4 Zr1 N4
mp-103,56.0,Hf1
mp-1038961,7.0,Ca1 Mg1
mp-1057,86.0,Al3 Ni2
mp-10675,45.0,Ti3 Al1 N1
mp-10677,34.0,Ca1 P1 Au1
mp-1070,15.0,Cd1 Se1
mp-10760,41.0,Mg1 Se1
mp-11022,39.0,Sc1 Ag1 O2
mp-11038,48.0,Zr6 Al2 Fe1
mp-11227,57.0,Al12 W1
mp-11230,30.0,Y2 Al1
mp-11270,162.0,Mn1 Be2
mp-11286,19.0,Ca1 Hg1
mp-11358,115.0,Ta1 Co3
mp-11359,37.0,Ga2 Cu1
mp-11470,27.0,Hg2 Pt1
mp-11567,48.0,Sc1 Zn12
mp-11573,72.0,Ti1 Tc1
mp-11694,5.0,Cs2 Pd3 Se4
mp-11958,23.0,Ca1 Sn2 Pd1
mp-12070,26.0,Cu1 As1
mp-12109,66.0,Zr1 Re2
mp-1215,106.0,Ti2 O1
mp-12403,7.0,Li1 B1 F4
mp-126,49.0,Pt1
mp-12699,17.0,Ca3 Au4
mp-12712,29.0,Zr3 Pd4
mp-12742,39.0,Mg1 Pd3
mp-12743,23.0,Cr1 Te4 Au1
mp-13136,153.0,W1 C1
mp-13150,75.0,B1 N1
mp-13175,40.0,Pt1 N1
mp-13178,123.0,Al1 N1
mp-1346,207.0,B6 O1
mp-13545,13.0,Ba1 Ir1 F6
mp-1367,45.0,Mg2 Si1
mp-137,42.0,Ge1
mp-1373,44.0,Nb3 Ge1
mp-139,6.0,Sr1
mp-13914,94.0,Li1 Co2 Ge1
mp-13920,23.0,Ba1 Zn2 Sn2
mp-13947,10.0,Rb2 Hf1 F6
mp-13967,98.0,Nb5 Cu4 Si4
mp-14090,18.0,Tl1 Cu1 Se2
mp-14112,21.0,Pd1 F3
mp-14208,47.0,Li1 Y1 Si1
mp-14209,47.0,Li1 Y1 Ge1
mp-14628,35.0,Zn1 Sn1 O3
mp-1473,132.0,Fe7 W6
mp-14790,15.0,Ge1 Te4 As2
mp-1482,69.0,Zr2 Al3
mp-14827,64.0,Li7 Nb1 N4
mp-1491,241.0,V1 B2
mp-1501,62.0,Al3 Pt5
mp-15113,67.0,Na2 Si3 O7
mp-1542,151.0,Y1 B2
mp-1569,231.0,Be2 C1
mp-1589,72.0,Ti1 Cr2
mp-1594,44.0,Ni2 Ge1
mp-15955,112.0,Y1 B2 C2
mp-160,200.0,B1
mp-16236,13.0,K1 Ag1 Se1
mp-16238,21.0,Li2 Ag1 Sb1
mp-16245,24.0,Ca1 Sb1 Au1
mp-16293,73.0,K1 Sb1 O3
mp-16337,15.0,Ga2 Hg1 Te4
mp-16356,83.0,Ti1 Ni1 Ge1
mp-1649,40.0,Fe3 Pt1
mp-16613,72.0,Al1 Au1 O2
mp-16718,68.0,Al6 Tc1
mp-16860,28.0,Mg13 Ir3
mp-1695,62.0,Y2 C3
mp-17524,12.0,Ge1 As2
mp-1823,61.0,Ti3 Al1
mp-1848,78.0,Te2 Ru1
mp-1880,8.0,Sb1 F3
mp-18803,28.0,Na2 W1 O4
mp-18928,50.0,Mn2 Si1 O4
mp-18963,37.0,Ba2 Mn3 As2 O2
mp-19004,74.0,Sr8 Fe8 O23
mp-19033,59.0,W1 O3
mp-19080,31.0,Na2 Mn3 O7
mp-19094,119.0,V1 O2
mp-19142,32.0,Mn2 V2 O7
mp-19146,18.0,Cr1 Pb1 O4
mp-19378,45.0,Cr1 Ag1 O2
mp-19390,125.0,W1 O3
mp-19399,113.0,Cr2 O3
mp-19414,13.0,K3 Cr1 O4
mp-19443,101.0,W1 O3
mp-19784,94.0,In2 Si2 O7
mp-20059,70.0,Zr1 Mn1 Ge1
mp-203,34.0,Ni1 Te1
mp-20304,115.0,Rh1 N2
mp-2049,59.0,Zr1 Mo2
mp-20662,29.0,Sn4 Pt1
mp-2068,34.0,Rh1 F3
mp-20685,128.0,Cr3 Ge1
mp-20832,15.0,Zn1 In2 Te4
mp-20865,44.0,Y1 Cu1 Pb1
mp-2091,199.0,V3 B2
mp-20930,37.0,In1 Cu1 O2
mp-21035,76.0,Sc3 Pb1 C1
mp-21069,52.0,Y1 Si1 Ru1
mp-2116,49.0,Zr1 Mn2
mp-21199,26.0,Na3 Ge4 Pt4
mp-213,22.0,Ca1 Pd1
mp-21313,115.0,Mn3 Ga1 C1
mp-21400,40.0,Ga3 Pt2
mp-21447,98.0,Nb4 Co1 P1
mp-21609,34.0,Sr1 Cu1 N1
mp-21851,77.0,Mn1 Si1 Ir1
mp-2199,93.0,Fe3 Si1
mp-22052,28.0,Zn1 In2 S4
mp-22144,102.0,Ta2 In1 C1
mp-22304,13.0,Cd1 In2 Se4
mp-22323,60.0,In2 O3
mp-22389,55.0,Mn3 Sn1
mp-22390,70.0,Sr1 Ru1 O3
mp-22412,31.0,Ba1 Mn2 Ge2
mp-22414,29.0,Cu1 Se1 O3
mp-22461,59.0,Fe3 Sn1
mp-22514,45.0,Mn2 Sn1
mp-22700,54.0,V3 Se4
mp-22704,16.0,Y1 In1
mp-22712,25.0,Y1 Pd2 Pb1
mp-22888,10.0,Ca1 Br2
mp-22889,5.0,Zn1 Cl2
mp-22924,13.0,Na1 Bi1
mp-2294,49.0,Al3 Ir1
mp-23037,9.0,Cs1 Pb1 Cl3
mp-23353,8.0,Cu2 Hg1 I4
mp-2348,45.0,Zr2 Au1
mp-2388,21.0,Cd1 Te1
mp-2410,23.0,Sr1 Ag5
mp-24287,137.0,Cr1 H1
mp-2480,106.0,Os1 Se2
mp-2513,83.0,As2 Pt1
mp-2540,125.0,V1 Tc1
mp-2553,103.0,Hf1 Be2
mp-2592,177.0,Si2 Mo1
mp-2597,15.0,In1 Te1
mp-2667,6.0,Cs1 Au1
mp-27198,11.0,Cd1 N2 O6
mp-27315,25.0,Ca1 Ti1 F6
mp-27579,24.0,Na4 P2 O7
mp-27636,4.0,Cs2 Sn1 I6
mp-27677,19.0,K1 Cu4 S3
mp-2772,87.0,Zr1 Al2
mp-27768,203.0,Co1 B3 W3
mp-27882,5.0,Cs2 Ge1 Cl6
mp-28282,8.0,Rb1 Ti1 Cl3
mp-28339,45.0,Ca1 P1 Pt1
mp-28376,12.0,Cu1 Au1 F5
mp-29025,16.0,Li5 Br2 N1
mp-29151,27.0,Li5 N1 Cl2
mp-29209,20.0,Ba1 Mg2 Bi2
mp-29529,12.0,Na1 Sn1 P1
mp-2961,34.0,Mg1 Si1 P2
mp-29633,26.0,Li1 Ge1 Pd2
mp-29826,24.0,Zn1 C1 N2
mp-29873,7.0,Rb2 Cd1 Cl4
mp-30,51.0,Cu1
mp-30040,23.0,Ba1 Cd1 Sb2
mp-30209,6.0,Li1 B1 H4
mp-30227,4.0,Rb2 W1 Cl6
mp-30247,34.0,Mg1 H2 O2
mp-30365,41.0,Be1 Au1
mp-30371,22.0,Cd5 Au3
mp-30395,23.0,Sc1 In1 Au2
mp-30403,41.0,Li2 Pb1 Au1
mp-30441,152.0,Be17 Nb2
mp-30530,7.0,Tl1 Cl1 O4
mp-30683,64.0,Zr1 Ga2
mp-30764,70.0,Li1 Pt2
mp-30784,33.0,Mg2 Zn11
mp-30858,103.0,Zr1 Pt3
mp-30883,56.0,V4 Zn5
mp-31011,63.0,Y2 Si2 Rh1
mp-31138,53.0,Mn1 Pd3
mp-31212,25.0,K2 Mg1 F4
mp-313,40.0,Y1 C2
mp-31324,25.0,Li2 In1
mp-31456,48.0,Hf1 Sb1 Ru1
mp-31460,58.0,Nb1 Co1 Sb1
mp-31516,9.0,Co1 Re2 O8
mp-3158,28.0,Li2 Sb1 Pt1
mp-3201,26.0,Li2 Ga1 Pd1
mp-32548,45.0,Bi1 O2
mp-3307,19.0,Ba1 S1 O4
mp-3372,13.0,Rb2 S1 O4
mp-33880,15.0,Sr1 Ga2 Te4
mp-3534,13.0,Ge2 Sb2 Te5
mp-3539,32.0,Nb1 Ga1 Ni2
mp-35417,92.0,Li3 Ta1 O4
mp-3595,42.0,Zn1 Si1 As2
mp-36508,13.0,Sn1 Hg1 F6
mp-36800,175.0,Mg1 Ta1 N2
mp-37614,109.0,Al2 Ni1 O4
mp-3779,9.0,Cr1 Si1 Te3
mp-3833,33.0,Mg1 Al2 Si2
mp-38970,15.0,Ga2 Te3
mp-3934,36.0,Cu3 P1 S4
mp-395,83.0,Zr1 Al3
mp-3953,32.0,Ca1 C1 O3
mp-4026,36.0,K1 Cr1 S2
mp-4081,22.0,Ta1 Cu3 Se4
mp-4091,141.0,Ni2 Mo3 N1
mp-4117,50.0,Li2 Si2 O5
mp-4233,17.0,K1 Mn1 Sb1
mp-4248,95.0,Y1 Co1 C2
mp-4391,109.0,Mg1 Si1 O3
mp-4481,49.0,Ca2 Si1 O4
mp-4653,103.0,Y1 Si2 Ir2
mp-4661,60.0,Sc1 O1 F1
mp-4666,39.0,Cd1 Si1 P2
mp-4673,86.0,Sr1 Hf1 O3
mp-4756,23.0,Zn1 Sn1 Sb2
mp-4864,29.0,Ca1 Mg1 Sn1
mp-4997,77.0,Zr1 Ge1 S1
mp-5042,49.0,Y1 Ti1 Ge1
mp-504708,6.0,Cs1 Co1 Cl3
mp-505297,66.0,Nb1 Sb1 Ru1
mp-510430,17.0,Li13 In3
mp-5157,79.0,Ca1 P2 Ru2
mp-5259,29.0,Rb1 Al1 F4
mp-5339,8.0,Cs1 Na1 Te1
mp-541837,8.0,Bi2 Se3
mp-55,13.0,Sn1
mp-551,32.0,Ba1 Al2
mp-554678,55.0,Ca1 Ge2 O5
mp-554973,24.0,Tl1 Cu1 F3
mp-555434,47.0,As2 O5
mp-555464,9.0,K1 Rb2 Ni1 F6
mp-556034,2.0,C1 O2
