material_id,composition
mp-867187,Sc1 In1 Ir2
mp-867206,Li1 Cd2 Pt1
mp-867251,Li1 Zn2 Pt1
mp-867262,Sc1 Tc3
mp-867263,Sc1 Cd1 Hg2
mp-867780,Al3 Cr1
mp-867835,Be1 Si1 Ru2
mp-867917,Cu1 Ge1 Rh2
mp-8753,K4 Hg1 P2
mp-8873,Li1 Ge1 B1 O4
mp-8996,Sc3 Ru1 C4
mp-9027,Ti1 S2
mp-9124,Li1 Zn1 As1
mp-9208,V2 B3
mp-924130,Ti1 Ni1 Sn1
mp-930,Zr1 P1
mp-9379,Sr1 Sn2 As2
mp-9381,Zr6 Fe1 Te2
mp-945184,Y1 Cu1 Te2
mp-9459,Y4 C5
mp-95,Sr1
mp-9568,Li3 Ga2
mp-961685,Na1 Ca1 As1
mp-9635,Ag2 Hg1 S2
mp-971669,Fe1 Sb3
mp-972205,V2 Mo1 Os1
mp-972222,Ta1 Be1 O3
mp-972810,Si1 Tc2 W1
mp-972876,Sc3 Cd1
mp-972914,Sc2 Al1 Cd1
mp-973185,Sc1 Ag1 O2
mp-973267,K1 Tc1 O3
mp-973471,K1 Re1 O3
mp-974370,Pt1 Rh3
mp-974842,K1 Pt1 O3
mp-975346,Rb1 Mn1 O3
mp-975608,Li2 Tl1 Pt1
mp-976106,Hf3 Tl1
mp-976262,Li1 Mg1
mp-976273,Hf3 Ge2
mp-976598,Li1 Hf2 Ir1
mp-976923,Na1 Re1 O3
mp-976968,Na1 Pd1 O3
mp-977218,Li2 Mg1
mp-977408,Nb1 Tl1 O3
mp-977436,Zr1 Al1 Ru2
mp-977549,Zr2 Os1 Ru1
mp-978283,Mg3 In1
mp-978293,Mg3 Pb1
mp-979435,Y1 Mg2 Sc1
mp-981379,Zn3 Cd1 S4
mp-982040,K1 Bi1 O3
mp-985806,Al2 Cu1
mp-989539,Rb2 Al1 Tl1 H6
mp-989592,Sr6 Sn2 N1 F1
mp-990440,Na2 Zr1 O3
mp-9954,Hf1 As1
mp-996979,Ba1 Ag1 O2
mp-996983,Ag1 Au1 O2
mp-998866,C1
mp-998908,Ti1 N1
mp-998970,Ti1 Fe2 Sb1
mp-998987,Ti3 Ge1
mp-999264,Re1 N1
mp-999388,Nb1 C1
mvc-11155,Al1 Ni1 O3
mvc-11198,Y1 Ti1 O3
mvc-14714,Zn1 Mo1 F6
mvc-3769,Y1 Mo1 O3
mp-10000,Hf2 S1
mp-10015,Si1 Os1
mp-1002083,Cs1 K1 I1 Cl1
mp-1005,Fe1 P1
mp-10059,Zr1 Co3 B2
mp-1007691,Hf1 Pt1
mp-1007730,Hf1 Al3
mp-1007974,Cr1 Ni3
mp-1008918,Cd1 N1
mp-1008920,Mn2 Ge1
mp-1009134,Mn1 Fe1
mp-1009533,Pd1 C1
mp-1011860,Na2 Co1 P2 O7
mp-1013533,Ba3 P1 N1
mp-1013710,Ba3 Bi1 N1
mp-1013736,Ba3 Bi2
mp-1014373,Cr1 N2
mp-10159,K3 Sb1
mp-1016821,Ba1 Si1 O3
mp-1016840,Hg1 Os1 O3
mp-10175,K1 Cd1 F3
mp-1017542,Zr1 Os3
mp-1017552,Bi2 O3
mp-1018057,Hf1 Be1
mp-1018075,Fe1 Se1
mp-1018104,Zr2 Cd1
mp-1018643,Y1 B1 Pd3
mp-1018850,Os1 C2
mp-10189,Li1 Ti1 Te2
mp-1019089,K1 Mg1 As1
mp-1019097,Si1 C2
mp-1021327,K1 Li1 I1 Cl1
mp-10245,Hf3 Cu4 Si4
mp-10250,Ba1 Li1 F3
mp-1025168,Ru1 F6
mp-1025219,Ti2 V1 Te4
mp-1025272,Zn1 P1 Pt5
mp-1025280,Sr2 Cu1 O2 F2
mp-1025524,Zr2 Tl1 C1
mp-1029309,Na2 Hf1 N2
mp-1029337,Zr2 Se1 N2
mp-1029375,Ba1 C1 N2
mp-1029536,Mg1 Zr1 N2
mp-1029655,Sr3 W1 N3
mp-1029702,Mg1 Ti1 N2
mp-1029791,Mg1 Sn1 N2
mp-1029799,Sr4 Ti1 N4
mp-1029826,Li6 Os1 N4
mp-1029903,Li1 Nb1 N2
mp-10326,Zn1 Re2 O8
mp-1039073,Mg3 Bi1
mp-1039447,Ca1 Zn1
mp-10445,Sc6 Fe1 Te2
mp-10455,Y1 Ti1 Ge1
mp-10457,Hf1 Si1 Pd1
mp-105,Te1
mp-10635,Sn1 Sb1
mp-10676,Sc2 Al1 Si2
mp-1073,Ca1 Cd1
mp-10746,Mg2 Cu3 Si1
mp-1082,V1 Ir3
mp-10847,Ni1 Sb1 Se1
mp-10892,Mn1 Al1 Pt1
mp-10901,Al3 Pd2
mp-11169,Ba1 P2 Ir2
mp-11175,Li1 Zn1 P1 S4
mp-11237,Sc1 Ag1
mp-11280,Ti1 Be12
mp-11313,Zr1 Cd3
mp-1136,Na3 As1
mp-11364,Ti1 Cu1
mp-1139,Co3 Mo1
mp-11471,Sc1 Hg1
mp-11560,Ti1 Si1 Ru1
mp-1157,Ta1 Ni2
mp-11687,V1 Te2
mp-11696,As3 W2
mp-11734,Sr2 Mg1 Re1 O6
mp-11754,Sc6 Te2 Os1
mp-11883,Mg1 Ir2
mp-1190,Zn1 Se1
mp-11918,Ca1 Be2 N2
mp-1222,Cr1 Si2
mp-12265,Sr1 Cu1 F4
mp-12335,Mn1 C1 N2
mp-1253,Ba1 Se1
mp-12557,Sr1 Cu1 As1
mp-12674,Mn1 Au1
mp-12741,Mg1 Pd2
mp-12798,Ni3 Pt1
mp-12906,Sr3 Cr1 N3
mp-12923,Sr1 P1 Ir1
mp-12972,Zr6 Sb2 Pt1
mp-13097,Na1 Zn1 As1
mp-13099,Y1 N1
mp-134,Al1
mp-13649,Cs2 Ag1 F4
mp-1371,Sn3 Pd1
mp-1387,Al1 V3
mp-1391,Ag2 F1
mp-13944,Li3 Al1 N2
mp-13946,Rb2 Zr1 F6
mp-14115,Li1 Rh1 O2
mp-14205,K3 Cu3 As2
mp-1439,Ti1 O2
mp-1459,Ta1 N1
mp-14763,Ca3 Mn1 N3
mp-1487,Al1 Ni1
mp-1541,Be1 Se1
mp-15624,Sr2 Sb1
mp-15659,Sb2 Pt3
mp-15660,Nb4 C3
mp-15661,Sc4 C3
mp-15668,Na1 Se1
mp-15697,Sr2 As1
mp-15722,Fe2 B4 Mo1
mp-1592,Ag2 Te1
mp-15986,Hf1 Cu2 P2
mp-16271,Li2 Cd1 Sb1
mp-1652,Zn1 Pd1
mp-16726,Li1 B1
mp-16905,Ba2 Mn1 Te3
mp-16960,Al1 Pt2
mp-1769,Sb1 Pd1
mp-18468,Mn5 Si1 C1
mp-18740,V2 Cd2 O7
mp-18817,Ni1 Se1 O4
mp-19035,Ba1 Fe1 O3
mp-191,Y1 Rh1
mp-19282,Sr2 Zn1 W1 O6
mp-19438,Li1 Mn1 O4
mp-1958,Sr1 Te1
mp-19717,Te1 Pb1
mp-19824,Ca1 Mn2 Ge2
mp-19857,Ba1 Mn2 P2
mp-19895,Ni1 Sb2
mp-19929,Mg1 In1 Ni2
mp-19968,Ca1 In2 Cu1
mp-20007,Mn1 Ni1 Ge1
mp-20067,Na5 Os1 O6
mp-2008,Fe1 As2
mp-20146,Zr2 Ni2 Sn1
mp-20261,Mn1 Ga2 Se4
mp-20268,Ti1 Ge1 Pd1
mp-20279,Nb1 In1 Se2
mp-20325,Ti3 In1 C1
mp-2033,Ni3 N1
mp-20354,Mg1 Mn1 Ge1
mp-20408,In1 Ga1 Te2
mp-20418,Si1 Rh2
mp-20463,Ca1 Pb1 F6
mp-20474,Mn1 Cu2 Ge1 S4
mp-20489,Sr1 Pb1 O3
mp-21017,Y3 Pb1 C1
mp-21026,Li2 In1 Pt1
mp-21075,Hf1 C1
mp-21171,Mn1 Ga1 Co2
mp-21235,Mn2 V1 Ga1
mp-2128,Sn4 Pd1
mp-21413,Rb1 Mn1 P1
mp-21445,Ba3 In2 O5 F2
mp-21476,Fe2 N1
mp-2157,Co3 W1
mp-2172,Al1 As1
mp-2192,B1 Pt1
mp-2201,Pb1 Se1
mp-22221,Mn1 Cu2 Sn1
mp-22426,Sc1 Si1 Ni1
mp-2243,Nb1 S1
mp-22478,Fe1 Ge1
mp-22488,Co2 C1
mp-22566,Tl1 In1 S2
mp-22589,Ti1 Fe1 Sn1
mp-2271,Na1 Pt2
mp-22792,Mn1 Te1 Pd1
mp-22817,Ta1 Te4
mp-2283,Zr1 Co1
mp-2285,Te2 Ir1
mp-2286,Li2 Se1
mp-22917,Cu1 Br1
mp-22958,K1 Br1 O3
mp-22979,Ga1 Bi1 O3
mp-23046,Sr1 I1 F1
mp-2331,B2 Mo1
mp-23406,Cs2 Pt1 Cl6
mp-2354,Ti3 Hg1
mp-239,Ba1 S3
mp-2432,Ca1 Mg2
mp-2451,Y1 Al3
mp-24517,Rb2 Ca1 H4
mp-251,Ta1 N1
mp-2572,Sr1 Mg2
mp-2598,Ta5 Sb4
mp-265,Ta1 Ir3
mp-2672,K2 O2
mp-2682,Sb2 Rh1
mp-27164,Fe1 P4
mp-2733,Al8 Mo3
mp-27335,Na1 Al1 Si1
mp-27471,Nb1 P1 S1
mp-27519,Se1 O3
mp-27546,Ca1 Cl1 F1
mp-27632,K2 Tc1 Cl6
mp-27719,Al2 Cu1 O4
mp-2781,Sc1 Pd1
mp-28174,Pd1 S2 Cl6
mp-2852,C3 N4
mp-28593,Li3 Br1 O1
mp-28610,Cs1 Ag1 Cl3
mp-28782,Na3 P1 S4
mp-28895,Ba1 P4 Pd2
mp-29131,V1 Se1
mp-2932,Y2 Si4 Mo3
mp-29364,Li5 Sb1 O5
mp-29476,Cu3 Sb1 Se3
mp-29520,Li1 Au1 I4
mp-29641,Ge1 Sb4 Te7
mp-29889,Tl2 Pd1 Cl4
mp-3000,Cr3 Ga1 N1
mp-30053,Na1 C1 N1
mp-30244,Mg2 H2 O3
mp-30315,Ca3 B1 N3
mp-3038,Al2 Hg1 Se4
mp-30404,Li2 Sb1 Au1
mp-30469,Tl1 Bi2
mp-30494,Sc1 Cd3
mp-30528,Mn1 Tl1 Cl3
mp-30581,Hf2 Cu1
mp-30661,Sc1 Ga1 Pd2
mp-30682,Zr1 Ga1
mp-30725,Y1 Hg2
mp-30773,Mg1 Ni2 Sb1
mp-30805,Sr1 Ni1 Sn3
mp-3081,Be1 Al2 O4
mp-30811,Ni4 W1
mp-30886,Y1 Zn12
mp-3098,Al1 Cu1 O2
mp-3107,Ga3 P1 O7
mp-31147,Ba1 Zn1 Si1
mp-31153,Ca1 Ge1 Pt1
mp-31235,Ba1 Na1 Bi1
mp-31301,Li1 Sn4 Au3
mp-31503,Mg9 Sn5
mp-32662,W1 O3
mp-32777,W1 O3
mp-33581,Ba9 Nb10 O30
mp-341,Pb1 F4
mp-34857,K1 N1 O2
mp-35143,Ba1 Nb1 S3
mp-3587,Sc1 Si2 Ni2
mp-36111,Li1 Mg1 P1
mp-3702,Fe1 Cu1 Pt2
mp-3721,Sr1 Hf1 O3
mp-3759,Mg1 Ge1 O3
mp-38035,Sr1 C1 O3
mp-3822,Sr1 C1 O3
mp-38818,Hf1 Nb1 B4
mp-3944,Zr1 Al1 Ni2
mp-4008,Zn1 Ge1 As2
mp-4076,V1 Co1 Sb1
mp-4157,Sr1 N2 O6
mp-416,Cr3 Os1
mp-4180,Ca2 Si1 O4
mp-4262,Be1 Al1 B1
mp-4276,Na1 Si2 Pd3
mp-429,Zn1 Ni1
mp-4359,Sr2 Pd1 O3
mp-4405,Rb3 Au1 O1
mp-4472,B1 Mo2 C1
mp-4474,V4 Ga1 S8
mp-4478,Ca1 Si1 Pt1
mp-4636,Sc1 Cu1 O2
mp-4652,Mn1 Rh2 Pb1
mp-4699,Na1 Ta1 O3
mp-4770,Na2 S1 O4
mp-4798,Sc1 Al3 C3
mp-4889,Y1 Ge2 Rh2
mp-4893,Hf2 Sn1 C1
mp-4930,Ti1 Al2 O5
mp-4992,Sc1 Cr1 C2
mp-505244,Fe1 Cu1 Se2
mp-505319,Pt1 F6
mp-505515,Sr1 Cu2 Sb2
mp-505517,Ba1 Nb4 O6
mp-505527,Ti5 Si4
mp-505554,Sc1 Fe2 Si2
mp-5090,Ti2 Fe1 Se4
mp-5342,Ga1 Ag1 S2
mp-5396,Mn1 Co2 Sb1
mp-541449,Cr1 Ge1 Te3
mp-542903,Zr1 Pb1 O3
mp-546973,Sr1 Sn1 O3
mp-549970,Ba2 Zn1 Re1 O6
mp-552265,Bi2 Se1 O2
mp-552934,Ba2 Cu1 Br1 O2
mp-556264,K1 Rb2 Cr1 F6
mp-556609,K1 Sb1 P2 S6
mp-557057,Nb1 O2
mp-558518,K1 Ni2 S2
mp-558674,K2 Na1 Fe1 F6
mp-558747,Ti1 Tl1 P1 S5
mp-559939,Ba1 P2 O6
mp-56,Ba1
mp-561079,Cd1 Bi1 S2 Br1
mp-561428,Ni1 F3
mp-5659,Ti3 Si1 C2
mp-567456,Ca1 Ge2
mp-567703,Fe3 Ni1 N1
mp-567925,Mo1 C1
mp-568172,Ca3 N2
mp-568177,Ca1 Al1 Si1 H1
mp-568293,Ca3 N2
mp-568424,Ca1 Al1 Au1
mp-569151,Mn1 Ga1 Pt1
mp-569548,Cs1 Au1 Br3
mp-569886,K1 In9 Ni2
mp-569989,Nb2 C1
mp-570091,Rb1 Co2 Se2
mp-570223,Cs1 Ge1 Br3
mp-570744,Si3 As4
mp-570775,Ba1 Au1
mp-570784,Hf2 Al3 C4
mp-570896,Tl2 Pd1
mp-570930,Bi2 Pb2 Se5
mp-571,Ti1 Ni1
mp-571053,Al5 Mo1
mp-571147,Hf1 Si2 Ni2
mp-571163,Mn1 Sb1 Rh2
mp-571203,Sr1 Co2 As2
mp-571339,Ba1 Cr2 As2
mp-574,Ta2 Co1
mp-5756,Cu3 P1 Se4
mp-579,Cr1 C1
mp-580357,Cu3 Pd1
mp-5839,Ti1 P1 O4
mp-590,Ni1 As1
mp-593,Al4 Cu9
mp-5962,Na1 Mg1 As1
mp-5986,Ba1 Ti1 O3
mp-6094,Ca2 Mg1 Si2 O7
mp-631329,K1 Mo1 Ru2
mp-631354,Re1 Os1 Ru1
mp-638765,Al2 O3
mp-643945,Ti1 Fe1 H2
mp-644500,Zn7 Mo1
mp-646507,Hf2 Ni2 Sn1
mp-6473,Ca5 P3 O12 F1
mp-66,C1
mp-669692,Nb1 Pd3
mp-672,Cd1 S1
mp-672289,Ge3 N4
mp-673245,Cu1 I1
mp-675104,Na3 Y1 Cl6
mp-675734,Li7 B18 O1
mp-6930,Si1 O2
mp-6938,Zn1 Rh1
mp-695,Ti1 Co2
mp-6963,Ba1 Sb2 Pd2
mp-6972,Y1 Cu1 O2
mp-6988,Fe1 N1
mp-7070,Mn3 Pt1 N1
mp-7086,Rb1 Fe1 Se2
mp-7142,Os1 C1
mp-7226,V3 Ni1
mp-7250,Nb6 Co7
mp-7364,Ca1 Si2 Au2
mp-7434,Na1 Cu1 Te1
mp-7443,Nb2 Cr1 Se4
mp-7472,Rb1 Au1 O2
mp-7524,Nb1 P1 Se1
mp-752467,Nb1 O2 F1
mp-753059,Ti1 O1 F1
mp-754434,Hf3 N4
mp-754478,Hf1 Zr1 O4
mp-755264,Ti1 O1
mp-755568,Ga1 Bi1 O3
mp-756297,Zn1 In2 O4
mp-758594,Li1 Fe6 P4
mp-761415,Cu1 Ni3 O4
mp-7621,K1 Tc1 O4
mp-768342,Sr1 Nb2 O4
mp-7709,Zn1 F2
mp-771359,Cu2 O3
mp-775907,Y2 O3
mp-775910,Zr1 O2
mp-776911,Mg1 O1
mp-7771,Sr1 Cd2 As2
mp-777463,Li2 Fe1 F6
mp-779689,H3 N1
mp-7812,Ge1 O2
mp-7824,K2 Re1 F6
mp-7924,Li2 Sn5
mp-7929,Rb2 Pt1 S2
mp-7939,Na1 Nb1 Se2
mp-8041,Rb2 S1
mp-8042,Zr1 Ge1 O4
mp-8085,Mg3 P2
mp-8098,In1 Ga1 O3
mp-813,Sc1 Al2
mp-8182,As3 Rh1
mp-8188,K1 Sc1 O2
mp-8191,Cs2 Pt1 F6
mp-8276,Sr1 Zn2 P2
mp-8401,Cs1 Mg1 F3
mp-850251,Na2 Ti9 O19
mp-850275,Li3 Sb1 S4
mp-850916,Li1 Co1 O1 F2
mp-8583,Ba1 P2 Rh2
mp-861658,Li1 Mn1 Pt2
mp-861873,Ta1 Tl1 O3
mp-861958,Ti2 Mn1 Be1
mp-862365,Sc2 Os1 Pd1
mp-862658,Li1 Cu3
mp-862682,Ba2 Ga2 O5
mp-862695,Al2 Co1 Ru1
mp-862790,Fe1 Si1 Tc2
mp-862870,Li1 Tc1 O3
mp-8634,Mn1
mp-864933,Mg2 Ag1 Rh1
mp-864985,Mn1 Zn1 Ir2
mp-865002,Ca1 Y1 Rh2
mp-865039,Hf1 Tc2 Sn1
mp-865160,Mg1 Ge1 Ir2
mp-865185,Mg1 Be2 As2
mp-865229,Be2 Ni1 Ir1
mp-865373,Y1 Co1
mp-865490,V2 Cr1 Fe1
mp-865502,Y1 Ag1 Hg2
mp-865517,Y1 Zn1 Rh2
mp-865585,V1 Ge1 Ru2
mp-865678,Ti1 Mn2 V1
mp-865960,Co1 Re3
mp-866024,Be2 Rh1 Au1
mp-866114,Hf1 Tc2 W1
mp-866162,Y1 Mg1 Ag2
mp-867127,Sc1 Cd1 Ag2
mp-867144,Ca1 Mg1 Hg2
mp-867193,Sr2 Bi1 Au1
mp-867207,Sr2 Hg1 Pb1
mp-867212,Tc1 Os3
mp-867507,Ta1 Ga1 Fe2
mp-8676,Tl1 Cu2 S2
mp-867788,Ta1 Ga1 Os2
mp-867840,Be1 Fe1 Rh2
mp-867850,Sc1 Mn1 Rh2
mp-87,Be1
mp-8724,K2 Te1 O3
mp-8871,Cs1 Na2 B1 O3
mp-8911,Cu1 Ag1 S1
mp-8983,Ca1 Si1 Pt1
mp-902,Ba1 Zn1
mp-9295,Ta1 Cu3 Te4
mp-9391,Ta1 Ni2 Te3
mp-9460,Zn3 N2
mp-9564,Ca1 Mg2 As2
mp-961652,Zr1 Fe1 Sb1
mp-961664,V1 Sn1 Pd1
mp-961670,Hf1 Si1 Pt1
mp-961688,V1 Ga1 Pt1
mp-961693,Zr1 In1 Au1
mp-971683,C3 N4
mp-971706,Zn1 Bi1 O3
mp-9718,Rb3 B1 As2
mp-972119,Sr1 Ca1 Tl2
mp-972925,Sc1 Zn2 Au1
mp-973156,Sc1 As1 O3
mp-973528,K3 Si1
mp-974430,Re3 Ir1
mp-974943,Hf1 Zr1 Tc2
mp-976181,Na1 B1 H4
mp-976330,Li1 Zr2 Ir1
mp-976976,Mg1 Pd5
mp-977200,Na3 C1
mp-977550,Zr1 Sc1 Os2
mp-977572,Hf2 Mn1 Rh1
mp-978261,Mn1 Be2 Co1
mp-978282,Mg3 Hg1
mp-978285,Mg3 Mn1
mp-981,Sr1 F2
mp-981312,Zr1 Cu2 Hg1
mp-981935,Li5 Mg1
mp-984357,Cs1 K1 O3
mp-984628,Ca1 B1 O3
mp-989530,Sr1 Tc1 N3
mp-989535,Cs2 Al1 In1 H6
mp-989538,Cs2 In1 Bi1 F6
mp-9947,Si1 C1
mp-996162,Nb2 Al1 C1
mp-9970,Sc1 Ge1
mp-998986,Ti3 Si1
mp-999076,Ti2 In1 Ni1
mp-999200,Si1
mp-999201,Sc2 Mn1 Si1
mp-999298,Pd3 Au1
mp-999395,Nb3 Fe1
mp-999484,Y1 Ti1
mvc-14941,Mo1 O3
mvc-15,Cr1 S2
mvc-3489,Y2 Fe2 O7
mvc-3556,Y1 Fe1 O3
mp-1001916,Hf1 N1
mp-1002206,Si1 C1
mp-1007657,Hf1 Ru3
mp-1007761,H1 W1
mp-1008278,Cr3 Ni1
mp-1008702,Ti2 In1
mp-1008866,Na1 Ag1 O1
mp-1008881,Mg1 Ni1 H1
mp-1009218,Mo1 C1
mp-1009264,Nb1 Co1
mp-1009832,Ta1 C1
mp-1013547,Ca3 P2
mp-1013555,Sr3 As1 N1
mp-10140,Sc3 Tl1 B1
mp-1014219,Hf1 Zn1
mp-1014227,Ti2 Zn1 N1
mp-1014265,Zr2 N1
mp-1014307,Zr1 C1
mp-1016831,Hg1 Ir1 O3
mp-1016872,Ca1 Ir1 O3
mp-1016884,Ca1 Ge1 O3
mp-1016932,Mn1 Zn1 O3
mp-1018029,Cu1 Pd1
mp-1018133,Li1 H1 Pd1
mp-1018164,Pt1 C1
mp-1018734,Ir1 N1
mp-1019541,Ba1 Ca3 O4
mp-1019550,Be1 Ge1 N2
mp-1022728,Cu3 O2
mp-1025045,Ti1 Ga1 Pd1
mp-1025177,Rb2 Cu1 F4
mp-1025201,Rb2 Pd1 Cl4
mp-1025223,Hf4 Al3
mp-1025799,Mo1 Se2
mp-1029251,Li1 Ru1 N1
mp-1029408,Mg2 Nb1 N3
mp-1029610,Ca3 Co1 N3
mp-1029660,Ca4 Zr1 N4
mp-103,Hf1
mp-1038961,Ca1 Mg1
mp-1057,Al3 Ni2
mp-10675,Ti3 Al1 N1
mp-10677,Ca1 P1 Au1
mp-1070,Cd1 Se1
mp-10760,Mg1 Se1
mp-11022,Sc1 Ag1 O2
mp-11038,Zr6 Al2 Fe1
mp-11227,Al12 W1
mp-11230,Y2 Al1
mp-11270,Mn1 Be2
mp-11286,Ca1 Hg1
mp-11358,Ta1 Co3
mp-11359,Ga2 Cu1
mp-11470,Hg2 Pt1
mp-11567,Sc1 Zn12
mp-11573,Ti1 Tc1
mp-11694,Cs2 Pd3 Se4
mp-11958,Ca1 Sn2 Pd1
mp-12070,Cu1 As1
mp-12109,Zr1 Re2
mp-1215,Ti2 O1
mp-12403,Li1 B1 F4
mp-126,Pt1
mp-12699,Ca3 Au4
mp-12712,Zr3 Pd4
mp-12742,Mg1 Pd3
mp-12743,Cr1 Te4 Au1
mp-13136,W1 C1
mp-13150,B1 N1
mp-13175,Pt1 N1
mp-13178,Al1 N1
mp-1346,B6 O1
mp-13545,Ba1 Ir1 F6
mp-1367,Mg2 Si1
mp-137,Ge1
mp-1373,Nb3 Ge1
mp-139,Sr1
mp-13914,Li1 Co2 Ge1
mp-13920,Ba1 Zn2 Sn2
mp-13947,Rb2 Hf1 F6
mp-13967,Nb5 Cu4 Si4
mp-14090,Tl1 Cu1 Se2
mp-14112,Pd1 F3
mp-14208,Li1 Y1 Si1
mp-14209,Li1 Y1 Ge1
mp-14628,Zn1 Sn1 O3
mp-1473,Fe7 W6
mp-14790,Ge1 Te4 As2
mp-1482,Zr2 Al3
mp-14827,Li7 Nb1 N4
mp-1491,V1 B2
mp-1501,Al3 Pt5
mp-15113,Na2 Si3 O7
mp-1542,Y1 B2
mp-1569,Be2 C1
mp-1589,Ti1 Cr2
mp-1594,Ni2 Ge1
mp-15955,Y1 B2 C2
mp-160,B1
mp-16236,K1 Ag1 Se1
mp-16238,Li2 Ag1 Sb1
mp-16245,Ca1 Sb1 Au1
mp-16293,K1 Sb1 O3
mp-16337,Ga2 Hg1 Te4
mp-16356,Ti1 Ni1 Ge1
mp-1649,Fe3 Pt1
mp-16613,Al1 Au1 O2
mp-16718,Al6 Tc1
mp-16860,Mg13 Ir3
mp-1695,Y2 C3
mp-17524,Ge1 As2
mp-1823,Ti3 Al1
mp-1848,Te2 Ru1
mp-1880,Sb1 F3
mp-18803,Na2 W1 O4
mp-18928,Mn2 Si1 O4
mp-18963,Ba2 Mn3 As2 O2
mp-19004,Sr8 Fe8 O23
mp-19033,W1 O3
mp-19080,Na2 Mn3 O7
mp-19094,V1 O2
mp-19142,Mn2 V2 O7
mp-19146,Cr1 Pb1 O4
mp-19378,Cr1 Ag1 O2
mp-19390,W1 O3
mp-19399,Cr2 O3
mp-19414,K3 Cr1 O4
mp-19443,W1 O3
mp-19784,In2 Si2 O7
mp-20059,Zr1 Mn1 Ge1
mp-203,Ni1 Te1
mp-20304,Rh1 N2
mp-2049,Zr1 Mo2
mp-20662,Sn4 Pt1
mp-2068,Rh1 F3
mp-20685,Cr3 Ge1
mp-20832,Zn1 In2 Te4
mp-20865,Y1 Cu1 Pb1
mp-2091,V3 B2
mp-20930,In1 Cu1 O2
mp-21035,Sc3 Pb1 C1
mp-21069,Y1 Si1 Ru1
mp-2116,Zr1 Mn2
mp-21199,Na3 Ge4 Pt4
mp-213,Ca1 Pd1
mp-21313,Mn3 Ga1 C1
mp-21400,Ga3 Pt2
mp-21447,Nb4 Co1 P1
mp-21609,Sr1 Cu1 N1
mp-21851,Mn1 Si1 Ir1
mp-2199,Fe3 Si1
mp-22052,Zn1 In2 S4
mp-22144,Ta2 In1 C1
mp-22304,Cd1 In2 Se4
mp-22323,In2 O3
mp-22389,Mn3 Sn1
mp-22390,Sr1 Ru1 O3
mp-22412,Ba1 Mn2 Ge2
mp-22414,Cu1 Se1 O3
mp-22461,Fe3 Sn1
mp-22514,Mn2 Sn1
mp-22700,V3 Se4
mp-22704,Y1 In1
mp-22712,Y1 Pd2 Pb1
mp-22888,Ca1 Br2
mp-22889,Zn1 Cl2
mp-22924,Na1 Bi1
mp-2294,Al3 Ir1
mp-23037,Cs1 Pb1 Cl3
mp-23353,Cu2 Hg1 I4
mp-2348,Zr2 Au1
mp-2388,Cd1 Te1
mp-2410,Sr1 Ag5
mp-24287,Cr1 H1
mp-2480,Os1 Se2
mp-2513,As2 Pt1
mp-2540,V1 Tc1
mp-2553,Hf1 Be2
mp-2592,Si2 Mo1
mp-2597,In1 Te1
mp-2667,Cs1 Au1
mp-27198,Cd1 N2 O6
mp-27315,Ca1 Ti1 F6
mp-27579,Na4 P2 O7
mp-27636,Cs2 Sn1 I6
mp-27677,K1 Cu4 S3
mp-2772,Zr1 Al2
mp-27768,Co1 B3 W3
mp-27882,Cs2 Ge1 Cl6
mp-28282,Rb1 Ti1 Cl3
mp-28339,Ca1 P1 Pt1
mp-28376,Cu1 Au1 F5
mp-29025,Li5 Br2 N1
mp-29151,Li5 N1 Cl2
mp-29209,Ba1 Mg2 Bi2
mp-29529,Na1 Sn1 P1
mp-2961,Mg1 Si1 P2
mp-29633,Li1 Ge1 Pd2
mp-29826,Zn1 C1 N2
mp-29873,Rb2 Cd1 Cl4
mp-30,Cu1
mp-30040,Ba1 Cd1 Sb2
mp-30209,Li1 B1 H4
mp-30227,Rb2 W1 Cl6
mp-30247,Mg1 H2 O2
mp-30365,Be1 Au1
mp-30371,Cd5 Au3
mp-30395,Sc1 In1 Au2
mp-30403,Li2 Pb1 Au1
mp-30441,Be17 Nb2
mp-30530,Tl1 Cl1 O4
mp-30683,Zr1 Ga2
mp-30764,Li1 Pt2
mp-30784,Mg2 Zn11
mp-30858,Zr1 Pt3
mp-30883,V4 Zn5
mp-31011,Y2 Si2 Rh1
mp-31138,Mn1 Pd3
mp-31212,K2 Mg1 F4
mp-313,Y1 C2
mp-31324,Li2 In1
mp-31456,Hf1 Sb1 Ru1
mp-31460,Nb1 Co1 Sb1
mp-31516,Co1 Re2 O8
mp-3158,Li2 Sb1 Pt1
mp-3201,Li2 Ga1 Pd1
mp-32548,Bi1 O2
mp-3307,Ba1 S1 O4
mp-3372,Rb2 S1 O4
mp-33880,Sr1 Ga2 Te4
mp-3534,Ge2 Sb2 Te5
mp-3539,Nb1 Ga1 Ni2
mp-35417,Li3 Ta1 O4
mp-3595,Zn1 Si1 As2
mp-36508,Sn1 Hg1 F6
mp-36800,Mg1 Ta1 N2
mp-37614,Al2 Ni1 O4
mp-3779,Cr1 Si1 Te3
mp-3833,Mg1 Al2 Si2
mp-38970,Ga2 Te3
mp-3934,Cu3 P1 S4
mp-395,Zr1 Al3
mp-3953,Ca1 C1 O3
mp-4026,K1 Cr1 S2
mp-4081,Ta1 Cu3 Se4
mp-4091,Ni2 Mo3 N1
